SDS 2.4	Clipped	1.0
Well Nb	Reporter	Rn	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	Delta Rn	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45
1	BJmmMUP		71.62184	71.76898	71.675995	71.58294	71.62677	71.48387	71.56463	71.170746	71.28113	71.2658	71.19325	71.456436	71.49205	71.799225	72.374756	73.15744	75.30703	78.56082	85.27347	96.04535	111.79085	130.8323	150.02908	166.89426	180.44086	190.86896	198.17276	203.4932	206.746	209.48187	210.99783	212.46722	213.09659	213.4585	213.93874	214.33386	214.40907	214.87451	215.11528	215.03503	215.72672	215.45856	215.93405	215.75258	215.78918		-0.20121308	0.011680742	-0.015553006	-0.04285542	0.06672876	-0.010416482	0.13609397	-0.19203547	-0.015900074	0.034525786	0.027731184	0.35666808	0.4580354	0.83096343	1.4722477	2.3206854	4.5360284	7.855573	14.633973	25.471607	41.28286	60.39007	79.6526	96.58353	110.195885	120.689735	128.0593	133.44548	136.76404	139.56566	141.14738	142.68253	143.37764	143.8053	144.35129	144.81218	144.95314	145.48433	145.79085	145.77635	146.5338	146.33139	146.87263	146.75691	146.85927	
2	BJmmMUP		67.35983	67.421844	67.64029	67.62812	67.50867	67.60681	67.37686	67.22165	67.16377	67.15863	67.11644	67.08882	67.19927	67.59871	67.92395	68.65588	70.03461	73.372055	79.17848	88.661606	103.20485	120.50277	139.34198	155.61688	168.63596	178.40253	185.38501	190.78522	193.99393	196.87875	197.51599	198.77795	199.89355	200.25436	200.5628	200.6195	201.13351	201.25461	201.35791	201.99243	202.05145	201.84215	202.3118	202.42982	202.83783		-0.43672964	-0.30563763	-0.018112503	0.038798902	-0.011574236	0.15565059	-0.005219075	-0.09135119	-0.08014748	-0.016209405	0.010680335	0.052142218	0.23167326	0.7001905	1.0945119	1.8955258	3.3433292	6.7498574	12.625365	22.177568	36.789894	54.156895	73.065186	89.409164	102.49732	112.33297	119.38454	124.85382	128.1316	131.08553	131.79184	133.12288	134.30756	134.73746	135.11497	135.24075	135.82384	136.01402	136.1864	136.89	137.0181	136.87788	137.41661	137.60371	138.0808	
3	BJmmMUP		76.30011	76.295906	76.374825	76.3674	76.455124	76.134125	75.97023	76.00692	75.81119	75.70218	75.885864	75.67799	75.87637	76.078125	76.548256	77.554405	79.3766	82.99161	89.66417	100.70003	117.04962	137.67377	157.76488	176.1025	190.51035	201.45941	209.69742	215.40372	219.16272	221.7698	223.58057	224.53624	225.86928	226.53844	226.71118	227.16403	227.47922	227.84616	228.34549	228.51639	228.55258	228.84181	229.04071	229.86845	229.73831		-0.2950525	-0.2133897	-0.04860464	0.029838547	0.20342791	-0.03170464	-0.1097327	0.01282365	-0.097041875	-0.12018407	0.14936782	0.027363928	0.31161004	0.5992283	1.1552259	2.2472417	4.1553054	7.8561773	14.614606	25.73633	42.17179	62.8818	83.05878	101.48226	115.97598	127.01092	135.3348	141.12695	144.97182	147.66478	149.5614	150.60294	152.02185	152.77687	153.03548	153.5742	153.97525	154.42805	155.01326	155.27002	155.39209	155.76718	156.05194	156.96556	156.92128	
4	BJmmMUP		86.69449	86.35327	86.423904	86.04757	85.88783	85.666	85.45018	85.20409	85.113	84.86081	84.96193	84.828804	84.83188	85.06482	84.88153	84.718216	84.93979	85.01506	84.85486	84.83585	84.894104	85.128044	85.23222	85.08665	85.240555	85.19713	85.330765	85.22897	85.42778	85.764465	86.3107	86.63457	87.956696	89.95367	93.57484	99.20661	107.35521	117.74787	128.9867	140.64981	150.28603	157.73997	163.23712	166.84169	169.81761		2.2495997	1.8784369	1.919124	1.5128431	1.3231606	1.0713826	0.8256165	0.54957694	0.4285438	0.14640836	0.21758255	0.054511447	0.027640294	0.23063517	0.017400794	-0.17585982	0.01576725	0.06109306	-0.12905477	-0.1780054	-0.14970076	0.05429356	0.12852715	-0.046995133	0.076966844	0.0035945287	0.1072852	-0.024451979	0.14440899	0.45114836	0.9674367	1.2613587	2.5535412	4.5205665	8.111791	13.71362	21.832272	32.19499	43.403866	55.037037	64.6433	72.06731	77.53451	81.10913	84.05511	
5	BJmmMUP		84.19263	84.14254	84.06852	84.1803	84.23306	84.17132	84.10043	83.900116	84.115005	83.61985	83.59534	83.312546	83.54857	83.44401	83.44432	83.51848	83.36023	83.33148	83.4965	83.362915	83.18614	83.47925	83.2578	83.198006	83.52256	83.71371	83.59684	83.73719	83.91531	85.08919	85.98309	88.26448	91.79496	98.41478	108.329254	121.60124	135.68158	149.49036	161.9299	171.46724	178.18015	182.89706	185.92517	188.28625	190.81749		1.620192	1.5315995	1.4190737	1.4923465	1.5066059	1.4063557	1.2969655	1.0581427	1.2345268	0.7008659	0.6378472	0.31655055	0.514068	0.3710017	0.332809	0.36846125	0.17170686	0.10445382	0.23096451	0.058875963	-0.15640259	0.098198004	-0.16175827	-0.26005533	0.025993634	0.178635	0.023262456	0.12510732	0.2647253	1.4000937	2.2554939	4.498376	7.99035	14.571664	24.447634	37.681114	51.722946	65.49322	77.89426	87.39309	94.06749	98.7459	101.735504	104.05808	106.55081	
6	BJmmMUP		87.25268	86.86049	86.81991	86.48012	86.79259	86.37794	86.489	86.16752	85.95675	85.75746	85.890175	85.77281	85.75598	85.71111	85.85558	85.84341	85.943405	85.91324	85.85276	85.594826	85.77344	85.86704	85.95334	85.98406	85.88407	85.91745	86.21054	86.67171	87.052155	88.04181	89.91446	93.30995	99.41257	109.33203	122.75013	138.02956	152.82584	165.58978	175.95735	183.6647	188.88266	192.70319	195.33447	197.25812	199.33646		1.4127582	1.0199691	0.9787882	0.6383977	0.9502671	0.53501695	0.6454779	0.323398	0.1120282	-0.087859355	0.04425383	-0.07370928	-0.09113986	-0.13660847	0.00726162	-0.005515028	0.09388331	0.06311655	0.0020382078	-0.2564965	-0.07848488	0.014520032	0.10021598	0.13033941	0.02974844	0.062526904	0.3550176	0.8155838	1.1954311	2.1844854	4.0565357	7.451428	13.553443	23.472307	36.889805	52.168633	66.96431	79.72766	90.09463	97.80138	103.01874	106.83866	109.469345	111.392395	113.47013	
7	BJmmMUP		85.998764	85.57562	85.57825	85.83061	85.696396	85.89562	85.653496	85.536255	85.32788	85.25394	85.319824	85.14502	85.01251	85.047134	85.17195	84.94405	84.93161	84.98218	85.08134	84.93579	84.71709	84.954	84.92522	85.04869	85.032814	85.16542	85.32426	85.4284	86.26163	87.94563	91.0741	96.28009	105.60901	118.80997	134.95288	152.0181	166.77988	179.44766	188.59537	195.83707	200.56001	203.92259	206.34375	208.64084	210.42715		1.2562091	0.82277614	0.81510913	1.0571828	0.91267496	1.1016098	0.8491919	0.72165954	0.502994	0.41875845	0.47435442	0.28925824	0.14645943	0.17079014	0.28531554	0.04712642	0.02439139	0.06466753	0.15353529	-0.0023021551	-0.23129787	-0.00467376	-0.04375095	0.069431685	0.04326343	0.16557845	0.31412333	0.40797308	1.2309107	2.904625	6.022797	11.218499	20.537127	33.727795	49.860416	66.91534	81.66683	94.324326	103.46174	110.693146	115.4058	118.75809	121.16895	123.45575	125.23177	
8	BJmmMUP		88.097565	87.93601	87.772095	87.57176	87.291336	87.3265	87.058716	86.89027	86.81859	86.56238	86.704	86.41897	86.82099	86.72195	86.40463	86.5435	86.65921	86.65308	86.81296	86.487595	86.52576	86.594574	86.62712	86.923035	86.7951	87.00569	87.0253	86.78252	87.17474	87.27578	87.37045	87.86606	88.022415	88.21644	88.38734	88.41618	88.63643	88.726715	88.848404	88.9512	89.01641	89.03856	89.16957	89.1716	89.2034		1.778088	1.5965722	1.4126912	1.1923952	0.8920058	0.9072063	0.61945885	0.43104604	0.33940452	0.06323081	0.18489188	-0.12010568	0.26195428	0.1429461	-0.19433144	-0.075424574	0.020319447	-0.0057703336	0.13414025	-0.21118629	-0.19298743	-0.14413367	-0.13155004	0.14440027	-0.0035004218	0.18713038	0.18677455	-0.075971425	0.29629236	0.37736505	0.45207486	0.9277169	1.0641104	1.2381701	1.3891052	1.3979886	1.5982705	1.6685934	1.7703189	1.853154	1.898399	1.9005837	2.0116324	1.9936984	2.0055344	
9	BJmmMUP		79.932976	79.72168	79.804634	79.70956	79.788605	79.62311	79.5045	79.39435	79.29242	79.09358	79.13109	79.028046	79.03621	79.124756	79.08653	79.08044	78.973694	79.273026	79.08298	79.0815	79.182724	79.06679	79.152985	79.2146	79.27884	79.35843	79.456055	79.76559	80.092354	80.88278	81.9731	84.675064	89.01911	96.58398	107.82956	121.11282	134.69656	147.1734	156.99467	164.96118	169.9888	173.72598	176.05167	178.50114	180.37024		0.7271165	0.522079	0.61129194	0.5224729	0.6077796	0.4485413	0.3361933	0.23229863	0.13662845	-0.055950306	-0.012185672	-0.10896974	-0.09454776	2.5752225E-4	-0.031707212	-0.03154457	-0.1320289	0.1735613	-0.010228389	-0.0054499605	0.10203537	-0.007642372	0.08481306	0.15268658	0.22318462	0.30903298	0.41291726	0.72870797	1.0617335	1.8584201	2.9549954	5.6632195	10.013525	17.584648	28.83649	42.126015	55.71601	68.199104	78.02664	85.999405	91.03328	94.776726	97.108665	99.5644	101.43976	
