14.593003 0.823077 2.337555 
14.593003 0.823077 2.337555 
11.221691 0.833339 2.463394 
11.221691 0.833339 2.463394 
11.221691 0.833339 2.463394 
12.529780 0.826166 1.617876 
12.529780 0.826166 1.617876 
12.529780 0.826166 1.617876 
12.529780 0.826166 1.617876 
12.255576 0.834783 2.547192 
12.255576 0.834783 2.547192 
15.618149 0.817134 4.578960 
18.327344 0.810194 5.461617 
18.266926 0.806800 4.852245 
29.332562 0.794838 2.203904 
29.332562 0.794838 2.203904 
34.306774 0.780862 2.289647 
40.454482 0.765707 2.346107 
40.397384 0.768229 3.245823 
33.211442 0.776895 3.830188 
35.564163 0.773328 2.408967 
37.915301 0.774214 2.634062 
37.915301 0.774214 2.634062 
34.278813 0.773104 2.787091 
34.278813 0.773104 2.787091 
36.855447 0.773285 2.097595 
45.927133 0.761592 2.833092 
33.320351 0.781685 1.948232 
33.320351 0.781685 1.948232 
31.125518 0.784363 1.544294 
24.181709 0.789805 1.978107 
35.226945 0.780474 5.887990 
37.400607 0.779731 5.149016 
45.017802 0.762088 5.840079 
61.173224 0.754012 4.681699 
60.366218 0.747027 5.400027 
94.189073 0.723375 4.238082 
74.971729 0.739547 4.194188 
85.736066 0.733057 4.182118 
86.828382 0.729931 2.436689 
68.156853 0.744759 3.892261 
76.776497 0.737801 2.366844 
84.229278 0.730784 2.179077 
87.195206 0.726521 1.968961 
87.195206 0.726521 1.968961 
73.666129 0.737895 1.929952 
54.883324 0.753714 1.795042 
60.645407 0.751096 3.329620 
55.378860 0.753586 2.847467 
86.701960 0.725830 3.159945 
77.626221 0.734255 3.096843 
60.781886 0.744357 2.135357 
68.240614 0.741429 2.556022 
55.608806 0.754670 2.103121 
56.311247 0.751267 2.512704 
51.914964 0.762343 2.337120 
44.065209 0.762659 2.445836 
44.065209 0.762659 2.445836 
36.963783 0.771919 3.902492 
33.618675 0.777091 2.788901 
47.552714 0.759829 1.884425 
41.508995 0.765475 2.566865 
27.558331 0.779816 3.226487 
39.801313 0.774697 2.154025 
40.548445 0.774896 1.874850 
41.809368 0.764271 2.155915 
58.806562 0.752233 2.460851 
52.779418 0.751667 2.468990 
64.745429 0.745110 2.637440 
67.166659 0.742660 4.764274 
53.890052 0.762769 2.844560 
42.490222 0.766371 2.374090 
52.870320 0.751772 2.355630 
51.109317 0.760201 3.523459 
69.257831 0.738876 2.210821 
69.171873 0.739942 1.892462 
42.160429 0.759875 2.753516 
42.335541 0.768475 3.230101 
59.788059 0.744910 2.921705 
60.867352 0.745529 1.769653 
40.916864 0.762772 1.649166 
52.213304 0.753561 2.597205 
52.213304 0.753561 2.597205 
52.213304 0.753561 2.597205 
60.139674 0.750923 2.450498 
36.156102 0.776741 1.745837 
35.395155 0.773848 2.334242 
35.395155 0.773848 2.334242 
60.255935 0.747953 3.735306 
47.389146 0.763296 2.132889 
47.389146 0.763296 2.132889 
38.031631 0.772165 2.373549 
38.031631 0.772165 2.373549 
32.453808 0.782228 2.791460 
16.254809 0.815020 2.150628 
17.127559 0.810627 2.423180 
17.127559 0.810627 2.423180 
17.127559 0.810627 2.423180 
19.186636 0.807982 2.180616 
21.861886 0.804217 2.891818 
20.205488 0.803531 3.109628 
31.324971 0.780250 2.405096 
31.324971 0.780250 2.405096 
35.290079 0.774458 2.804868 
21.714138 0.795725 3.001122 
26.091449 0.793720 4.397689 
21.563496 0.800710 3.786151 
19.380631 0.811472 2.491024 
19.380631 0.811472 2.491024 
18.994881 0.814725 2.088886 
18.994881 0.814725 2.088886 
18.994881 0.814725 2.088886 
18.994881 0.814725 2.088886 
17.275729 0.812535 2.972666 
20.518485 0.805918 3.326038 
21.294403 0.811989 3.037340 
20.971245 0.806815 2.131478 
16.613671 0.814448 3.850191 
16.613671 0.814448 3.850191 
15.282223 0.813547 2.999172 
15.344602 0.810804 3.406060 
23.484031 0.796913 1.705907 
23.484031 0.796913 1.705907 
21.715149 0.795167 4.052728 
16.965844 0.810617 2.638013 
21.675642 0.804220 1.613006 
16.456980 0.813289 3.100619 
28.371115 0.788582 2.739313 
28.483268 0.787121 2.672223 
28.042164 0.782083 1.822354 
48.986403 0.760870 1.918841 
29.937861 0.786977 3.143509 
35.188636 0.778370 2.574950 
44.479612 0.761139 2.324839 
55.228093 0.755832 2.925868 
49.751677 0.761102 1.767357 
30.704900 0.782596 3.829135 
53.632550 0.753337 2.446922 
41.689299 0.769859 2.952537 
61.607732 0.749453 1.885360 
62.927974 0.746899 1.988531 
77.588466 0.738622 2.257872 
64.052817 0.746804 2.995491 
58.399533 0.750971 3.220807 
68.657785 0.740621 2.058300 
81.223173 0.732453 2.205422 
85.473818 0.729824 2.416526 
91.902259 0.725138 2.961013 
99.825297 0.724136 2.464676 
86.829256 0.732971 2.473299 
74.419703 0.741822 2.099923 
67.974475 0.741092 2.712156 
67.974475 0.741092 2.712156 
71.002390 0.739717 3.211376 
75.765580 0.743886 2.875105 
36.946160 0.778301 3.956441 
35.877424 0.781798 3.369295 
30.938301 0.781771 4.430540 
51.410970 0.762194 3.648416 
58.204145 0.747221 2.505208 
58.204145 0.747221 2.505208 
58.204145 0.747221 2.505208 
47.354407 0.756438 2.744603 
47.306318 0.759236 1.859089 
41.542349 0.768293 1.749834 
44.440525 0.761444 2.167274 
50.177270 0.758806 2.375857 
51.616989 0.754718 4.344190 
50.245215 0.754751 2.146340 
30.406116 0.780349 1.458414 
30.406116 0.780349 1.458414 
43.551055 0.768691 2.109659 
45.506808 0.761561 2.162179 
41.842604 0.767877 2.794265 
41.842604 0.767877 2.794265 
60.033456 0.747055 3.776878 
96.938946 0.723176 3.257586 
96.123744 0.728651 2.759227 
89.433793 0.728244 3.045476 
87.164184 0.730291 2.332484 
65.124955 0.742799 2.458428 
49.911799 0.763111 3.380606 
68.386381 0.738761 2.304286 
42.892027 0.767771 1.828487 
48.594312 0.761006 2.757110 
48.594312 0.761006 2.757110 
59.235230 0.745802 2.608488 
50.544654 0.763424 2.743655 
62.454046 0.747430 1.769965 
35.032367 0.770978 2.535538 
30.728900 0.788996 1.588373 
33.982103 0.779153 2.833322 
29.162537 0.783800 2.906178 
33.994287 0.781599 2.477136 
31.168567 0.787973 2.688126 
25.317947 0.797395 2.166608 
23.428138 0.790424 2.052325 
33.058570 0.778495 2.703355 
34.603288 0.773354 2.929359 
43.924308 0.759588 2.905386 
39.519078 0.775323 1.982091 
39.501335 0.765417 2.271405 
61.325879 0.754369 3.110826 
64.472592 0.746320 3.094252 
73.746824 0.737471 3.669112 
66.690762 0.737562 3.092122 
72.581951 0.735813 2.650798 
84.415097 0.732699 4.119561 
77.824785 0.736500 4.409123 
70.598139 0.736368 2.757668 
75.425072 0.734136 1.924890 
69.564457 0.744493 2.459412 
74.456911 0.735941 2.291283 
67.689457 0.743074 2.070284 
72.569528 0.743813 2.640603 
52.098216 0.757428 2.139574 
49.575305 0.758880 2.318127 
49.575305 0.758880 2.318127 
39.754070 0.769904 2.134869 
41.937291 0.764992 1.705387 
41.937291 0.764992 1.705387 
48.552021 0.756215 2.900654 
41.048223 0.766388 2.562671 
41.048223 0.766388 2.562671 
31.021911 0.778204 3.052432 
